"","Screen_bg","consentkey.keys","consentkey.rt","beginexp.keys","beginexp.rt","checkresp.keys","checkresp.corr","checkresp.rt","Attention.thisRepN","Attention.thisTrialN","Attention.thisN","Attention.thisIndex","Attention.ran","Question","Solution","participant","Age","Gender","Handedness","Native.Language","date","expName","psychopyVersion","OS","frameRate","browser","xResolution","yResolution","gotoPrac.keys","gotoPrac.rt","InstRep.thisRepN","InstRep.thisTrialN","InstRep.thisN","InstRep.thisIndex","InstRep.ran","Prac_start.keys","Prac_start.rt","PreTargetDisplayTime","Target","ResponseKey_p.keys","ResponseKey_p.corr","ResponseKey_p.rt","prctrials.thisRepN","prctrials.thisTrialN","prctrials.thisN","prctrials.thisIndex","prctrials.ran","Block","Distractor1","Distractor2","Condition","Validity","CorrectAnswer","PositionT","PositionD","Saliency","WordPair","pracend.keys","pracend.rt","PracRepeat.thisRepN","PracRepeat.thisTrialN","PracRepeat.thisN","PracRepeat.thisIndex","PracRepeat.ran","ResponseKey.keys","ResponseKey.corr","ResponseKey.rt","firstlearntrials.thisRepN","firstlearntrials.thisTrialN","firstlearntrials.thisN","firstlearntrials.thisIndex","firstlearntrials.ran","brkcontinue.keys","Exptrials.thisRepN","Exptrials.thisTrialN","Exptrials.thisN","Exptrials.thisIndex","Exptrials.ran","brkcontinue.rt","afterpause.keys","afterpause.rt","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","blocks.ran","CAproceed.keys","CAproceed.rt","CA_RespKey.keys","CA_RespKey.corr","CA_RespKey.rt","ContAwareness.thisRepN","ContAwareness.thisTrialN","ContAwareness.thisN","ContAwareness.thisIndex","ContAwareness.ran","AwarenessResp.keys","AwarenessResp.rt","Questionnaire.thisRepN","Questionnaire.thisTrialN","Questionnaire.thisN","Questionnaire.thisIndex","Questionnaire.ran","AwareQ","Performance","ContingencyChkScore","todebrief.keys","todebrief.rt","ExpExit.keys","ExpExit.rt"
"267","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","valid","a","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[0.5141599999042228,0.8287049999926239]",NA,NA,NA,NA,NA,"",0,220,220,181,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"268","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","invalid","l","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.8638100000098348]",NA,NA,NA,NA,NA,"",0,221,221,199,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"269","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","valid","a","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6183549999259412]",NA,NA,NA,NA,NA,"",0,222,222,151,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"270","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[0.7171800000360236,0.9824300000909716]",NA,NA,NA,NA,NA,"",0,223,223,33,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"271","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"",NA,NA,NA,NA,NA,"","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"space",25.965125,0,0,0,0,1,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"272","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","valid","l","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.496625000028871]",NA,NA,NA,NA,NA,"",0,0,0,152,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"273","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.46427499991841614]",NA,NA,NA,NA,NA,"",0,1,1,20,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"274","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","bottom","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.49410000001080334]",NA,NA,NA,NA,NA,"",0,2,2,39,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"275","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","bottom","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5608699999283999]",NA,NA,NA,NA,NA,"",0,3,3,101,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"276","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6119249999755993]",NA,NA,NA,NA,NA,"",0,4,4,134,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"277","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.8976350000593811]",NA,NA,NA,NA,NA,"",0,5,5,44,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"278","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","bottom","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5225499999942258]",NA,NA,NA,NA,NA,"",0,6,6,87,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"279","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5440650000236928]",NA,NA,NA,NA,NA,"",0,7,7,132,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"280","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","invalid","a","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4635850000195205]",NA,NA,NA,NA,NA,"",0,8,8,184,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"281","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","valid","a","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5592100000940263]",NA,NA,NA,NA,NA,"",0,9,9,169,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"282","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5770499999634922]",NA,NA,NA,NA,NA,"",0,10,10,4,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"283","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6745399999199435]",NA,NA,NA,NA,NA,"",0,11,11,102,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"284","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","top","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.48327500000596046]",NA,NA,NA,NA,NA,"",0,12,12,122,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"285","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5530149999540299]",NA,NA,NA,NA,NA,"",0,13,13,123,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"286","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","bottom","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5598650000756606]",NA,NA,NA,NA,NA,"",0,14,14,5,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"287","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","valid","l","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5013299999991432]",NA,NA,NA,NA,NA,"",0,15,15,172,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"288","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","invalid","l","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4956399999791756]",NA,NA,NA,NA,NA,"",0,16,16,137,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"289","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","invalid","l","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6311650000279769]",NA,NA,NA,NA,NA,"",0,17,17,215,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"290","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5505999999586493]",NA,NA,NA,NA,NA,"",0,18,18,1,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"291","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5776499999919906]",NA,NA,NA,NA,NA,"",0,19,19,81,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"292","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","invalid","l","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5050400000764057]",NA,NA,NA,NA,NA,"",0,20,20,189,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"293","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","valid","l","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.8347200000425801,1.1358100000070408]",NA,NA,NA,NA,NA,"",0,21,21,166,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"294","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.9017649999586865]",NA,NA,NA,NA,NA,"",0,22,22,190,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"295","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6595250000245869]",NA,NA,NA,NA,NA,"",0,23,23,92,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"296","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","valid","l","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.7571300000417978,1.220160000026226]",NA,NA,NA,NA,NA,"",0,24,24,150,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"297","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","valid","a","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[0.6682250000303611,1.117450000019744]",NA,NA,NA,NA,NA,"",0,25,25,177,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"298","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","top","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.543210000032559]",NA,NA,NA,NA,NA,"",0,26,26,114,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"299","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","bottom","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[0.8824500000337139,1.2502650000387803]",NA,NA,NA,NA,NA,"",0,27,27,63,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"300","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","bottom","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""l"",""a""]",0,"[1.387029999983497,1.7314550000010058]",NA,NA,NA,NA,NA,"",0,28,28,135,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"301","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5548849999904633]",NA,NA,NA,NA,NA,"",0,29,29,25,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"302","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4000700000906363]",NA,NA,NA,NA,NA,"",0,30,30,51,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
"303","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",1234,25,"male","right","German","2020-10-12_14h21.46.775","OS_Exp2_v2","2020.1.3","Win32",60,"Chrome",1280,720,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4791149999946356]",NA,NA,NA,NA,NA,"",0,31,31,33,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA
