"","Screen_bg","consentkey.keys","consentkey.rt","beginexp.keys","beginexp.rt","checkresp.keys","checkresp.corr","checkresp.rt","Attention.thisRepN","Attention.thisTrialN","Attention.thisN","Attention.thisIndex","Attention.ran","Question","Solution","participant","Age","Gender","Handedness","Native.Language","date","expName","psychopyVersion","OS","frameRate","browser","xResolution","yResolution","gotoPrac.keys","gotoPrac.rt","InstRep.thisRepN","InstRep.thisTrialN","InstRep.thisN","InstRep.thisIndex","InstRep.ran","Prac_start.keys","Prac_start.rt","PreTargetDisplayTime","preResp.keys","preResp.corr","Target","ResponseKey_p.keys","ResponseKey_p.corr","ResponseKey_p.rt","prctrials.thisRepN","prctrials.thisTrialN","prctrials.thisN","prctrials.thisIndex","prctrials.ran","Block","Distractor1","Distractor2","Condition","Validity","CorrectAnswer","PositionT","PositionD","Saliency","WordPair","pracend.keys","pracend.rt","PracRepeat.thisRepN","PracRepeat.thisTrialN","PracRepeat.thisN","PracRepeat.thisIndex","PracRepeat.ran","ResponseKey.keys","ResponseKey.corr","ResponseKey.rt","firstlearntrials.thisRepN","firstlearntrials.thisTrialN","firstlearntrials.thisN","firstlearntrials.thisIndex","firstlearntrials.ran","brkcontinue.keys","Exptrials.thisRepN","Exptrials.thisTrialN","Exptrials.thisN","Exptrials.thisIndex","Exptrials.ran","brkcontinue.rt","afterpause.keys","afterpause.rt","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","blocks.ran","CAproceed.keys","CAproceed.rt","CA_RespKey.keys","CA_RespKey.corr","CA_RespKey.rt","ContAwareness.thisRepN","ContAwareness.thisTrialN","ContAwareness.thisN","ContAwareness.thisIndex","ContAwareness.ran","AwarenessResp.keys","AwarenessResp.rt","Questionnaire.thisRepN","Questionnaire.thisTrialN","Questionnaire.thisN","Questionnaire.thisIndex","Questionnaire.ran","AwareQ","Performance","ContingencyChkScore","todebrief.keys","todebrief.rt","ExpExit.keys","ExpExit.rt","preResp.rt","PROLIFIC_PID"
"316","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","invalid","l","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6330000000000382]",NA,NA,NA,NA,NA,"",0,36,36,223,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"317","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5289999999999964]",NA,NA,NA,NA,NA,"",0,37,37,62,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"318","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","valid","l","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5159999999999627]",NA,NA,NA,NA,NA,"",0,38,38,148,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"319","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.49900000000002365]",NA,NA,NA,NA,NA,"",0,39,39,214,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"320","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.7010000000000218]",NA,NA,NA,NA,NA,"",0,40,40,9,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"321","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","valid","l","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5629999999999882]",NA,NA,NA,NA,NA,"",0,41,41,182,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"322","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5150000000001]",NA,NA,NA,NA,NA,"",0,42,42,38,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"323","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.46499999999991815]",NA,NA,NA,NA,NA,"",0,43,43,17,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"324","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.41700000000003]",NA,NA,NA,NA,NA,"",0,44,44,123,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"325","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5]",NA,NA,NA,NA,NA,"",0,45,45,46,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"326","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","valid","l","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6490000000000009]",NA,NA,NA,NA,NA,"",0,46,46,172,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"327","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","top","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5029999999999291]",NA,NA,NA,NA,NA,"",0,47,47,88,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"328","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","invalid","l","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5339999999999918]",NA,NA,NA,NA,NA,"",0,48,48,211,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"329","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6459999999999582]",NA,NA,NA,NA,NA,"",0,49,49,76,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"330","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","invalid","l","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6150000000000091]",NA,NA,NA,NA,NA,"",0,50,50,209,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"331","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","valid","l","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4319999999999027]",NA,NA,NA,NA,NA,"",0,51,51,146,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"332","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","valid","l","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5]",NA,NA,NA,NA,NA,"",0,52,52,152,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"333","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4499999999999318]",NA,NA,NA,NA,NA,"",0,53,53,59,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"334","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6669999999999163]",NA,NA,NA,NA,NA,"",0,54,54,218,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"335","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","valid","a","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4819999999999709]",NA,NA,NA,NA,NA,"",0,55,55,179,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"336","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","bottom","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5670000000000073]",NA,NA,NA,NA,NA,"",0,56,56,77,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"337","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5299999999999727]",NA,NA,NA,NA,NA,"",0,57,57,84,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"338","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","valid","l","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.48500000000001364]",NA,NA,NA,NA,NA,"",0,58,58,174,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"339","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","top","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.44700000000000273]",NA,NA,NA,NA,NA,"",0,59,59,56,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"340","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","invalid","l","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4539999999999509]",NA,NA,NA,NA,NA,"",0,60,60,137,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"341","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5]",NA,NA,NA,NA,NA,"",0,61,61,186,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"342","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,NA,0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","valid","l","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5]",NA,NA,NA,NA,NA,"",0,62,62,154,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"343","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.49900000000002365]",NA,NA,NA,NA,NA,"",0,63,63,51,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"344","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","valid","l","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4339999999999691]",NA,NA,NA,NA,NA,"",0,64,64,162,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"345","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","valid","a","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5830000000000837]",NA,NA,NA,NA,NA,"",0,65,65,149,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"346","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4539999999999509]",NA,NA,NA,NA,NA,"",0,66,66,190,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"347","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4379999999999882]",NA,NA,NA,NA,NA,"",0,67,67,54,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"348","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,NA,0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","top","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.46699999999998454]",NA,NA,NA,NA,NA,"",0,68,68,58,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"349","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,NA,0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","bottom","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.38199999999994816]",NA,NA,NA,NA,NA,"",0,69,69,47,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"350","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,NA,0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","top","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4820000000000846]",NA,NA,NA,NA,NA,"",0,70,70,112,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
"351","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",34,29,"male","right","German","2020-10-16_17h08.25.503","OS_Exp2_Displayedit","2020.1.3","Win32",60,"Firefox",1920,1200,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,NA,0,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","invalid","l","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.58299999999997]",NA,NA,NA,NA,NA,"",0,71,71,139,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,NA
