"","Screen_bg","consentkey.keys","consentkey.rt","beginexp.keys","beginexp.rt","checkresp.keys","checkresp.corr","checkresp.rt","Attention.thisRepN","Attention.thisTrialN","Attention.thisN","Attention.thisIndex","Attention.ran","Question","Solution","participant","Age","Gender","Handedness","Native.Language","date","expName","psychopyVersion","OS","frameRate","browser","xResolution","yResolution","gotoPrac.keys","gotoPrac.rt","InstRep.thisRepN","InstRep.thisTrialN","InstRep.thisN","InstRep.thisIndex","InstRep.ran","Prac_start.keys","Prac_start.rt","PreTargetDisplayTime","Target","ResponseKey_p.keys","ResponseKey_p.corr","ResponseKey_p.rt","prctrials.thisRepN","prctrials.thisTrialN","prctrials.thisN","prctrials.thisIndex","prctrials.ran","Block","Distractor1","Distractor2","Condition","Validity","CorrectAnswer","PositionT","PositionD","Saliency","WordPair","pracend.keys","pracend.rt","PracRepeat.thisRepN","PracRepeat.thisTrialN","PracRepeat.thisN","PracRepeat.thisIndex","PracRepeat.ran","ResponseKey.keys","ResponseKey.corr","ResponseKey.rt","firstlearntrials.thisRepN","firstlearntrials.thisTrialN","firstlearntrials.thisN","firstlearntrials.thisIndex","firstlearntrials.ran","brkcontinue.keys","Exptrials.thisRepN","Exptrials.thisTrialN","Exptrials.thisN","Exptrials.thisIndex","Exptrials.ran","brkcontinue.rt","afterpause.keys","afterpause.rt","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","blocks.ran","CAproceed.keys","CAproceed.rt","CA_RespKey.keys","CA_RespKey.corr","CA_RespKey.rt","ContAwareness.thisRepN","ContAwareness.thisTrialN","ContAwareness.thisN","ContAwareness.thisIndex","ContAwareness.ran","AwarenessResp.keys","AwarenessResp.rt","Questionnaire.thisRepN","Questionnaire.thisTrialN","Questionnaire.thisN","Questionnaire.thisIndex","Questionnaire.ran","AwareQ","Performance","ContingencyChkScore","todebrief.keys","todebrief.rt","ExpExit.keys","ExpExit.rt"
"174","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.55,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","valid","a","bottom","nil","salient",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.7496050000190735]",NA,NA,NA,NA,NA,"",0,127,127,173,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"175","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.5,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","top","top","Kreis",3,NA,NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.6498099999735132,1.0405449999962002]",NA,NA,NA,NA,NA,"",0,128,128,120,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"176","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.35,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","top","nil","nonsalient",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5074649999151006]",NA,NA,NA,NA,NA,"",0,129,129,186,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"177","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.4,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","invalid","l","bottom","nil","nonsalient",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5498699999880046]",NA,NA,NA,NA,NA,"",0,130,130,215,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"178","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.55,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","invalid","l","top","bottom","Stein",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.7927449999842793]",NA,NA,NA,NA,NA,"",0,131,131,67,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"179","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.4,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","valid","a","bottom","nil","salient",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6832500000018626]",NA,NA,NA,NA,NA,"",0,132,132,181,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"180","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.35,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5521349998889491]",NA,NA,NA,NA,NA,"",0,133,133,46,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"181","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.45,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","valid","a","top","nil","nonsalient",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6269150000298396]",NA,NA,NA,NA,NA,"",0,134,134,179,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"182","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.4,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","invalid","l","bottom","bottom","Stein",3,NA,NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.5755349999526516,1.5921999999554828]",NA,NA,NA,NA,NA,"",0,135,135,71,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"183","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.4,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.8194249999942258]",NA,NA,NA,NA,NA,"",0,136,136,107,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"184","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.55,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","bottom","bottom","Stein",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6515399999916553]",NA,NA,NA,NA,NA,"",0,137,137,127,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"185","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.45,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.7570999999297783]",NA,NA,NA,NA,NA,"",0,138,138,91,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"186","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.5,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","top","top","Kreis",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.45789499999955297]",NA,NA,NA,NA,NA,"",0,139,139,88,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"187","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.45,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","invalid","l","bottom","nil","salient",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6493999999947846]",NA,NA,NA,NA,NA,"",0,140,140,221,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"188","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.45,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.516425000037998]",NA,NA,NA,NA,NA,"",0,141,141,110,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"189","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.55,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","invalid","l","top","nil","nonsalient",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5707799999509007]",NA,NA,NA,NA,NA,"",0,142,142,195,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"190","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.4,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.599515000008978]",NA,NA,NA,NA,NA,"",0,143,143,20,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"191","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.35,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.48865000007208437]",NA,NA,NA,NA,NA,"",0,144,144,113,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"192","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.45,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","bottom","bottom","Stein",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6001649999525398]",NA,NA,NA,NA,NA,"",0,145,145,15,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"193","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.5,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","invalid","l","top","nil","salient",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5213399999774992]",NA,NA,NA,NA,NA,"",0,146,146,217,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"194","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.5,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","bottom","bottom","Kreis",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5001650000922382]",NA,NA,NA,NA,NA,"",0,147,147,78,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"195","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.35,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,NA,NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.6929099999833852,0.9670700000133365]",NA,NA,NA,NA,NA,"",0,148,148,100,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"196","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.5,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5719099999405444]",NA,NA,NA,NA,NA,"",0,149,149,9,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"197","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.45,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","invalid","a","top","nil","salient",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5909199999878183]",NA,NA,NA,NA,NA,"",0,150,150,208,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"198","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.35,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.7326849999371916]",NA,NA,NA,NA,NA,"",0,151,151,108,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"199","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.55,"8","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","top","bottom","Kreis",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.6831099999835715]",NA,NA,NA,NA,NA,"",0,152,152,34,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"200","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.35,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","invalid","a","bottom","nil","salient",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6427399999229237]",NA,NA,NA,NA,NA,"",0,153,153,204,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"201","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.45,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","bottom","top","Stein",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6419749999186024]",NA,NA,NA,NA,NA,"",0,154,154,61,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"202","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.5,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","valid","l","bottom","nil","salient",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.7223249999806285]",NA,NA,NA,NA,NA,"",0,155,155,172,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"203","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.55,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","bottom","nil","nonsalient",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6014499999582767]",NA,NA,NA,NA,NA,"",0,156,156,206,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"204","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.55,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","bottom","top","Stein",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6214700000127777]",NA,NA,NA,NA,NA,"",0,157,157,85,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"205","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.35,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","invalid","a","bottom","nil","salient",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5664399999659508]",NA,NA,NA,NA,NA,"",0,158,158,188,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"206","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.35,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","valid","a","bottom","nil","nonsalient",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.6850149999372661]",NA,NA,NA,NA,NA,"",0,159,159,167,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"207","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.45,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5425099999411032]",NA,NA,NA,NA,NA,"",0,160,160,105,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"208","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.55,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,NA,NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.463359999936074]",NA,NA,NA,NA,NA,"",0,161,161,49,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
"209","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",2702,20,"female","right","German","2020-10-12_14h20.53.787","OS_Exp2_v2_onlytarget","2020.1.3","Win32",60,"Chrome",1280,720,NA,NA,NA,NA,NA,NA,NA,"",NA,0.55,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","valid","l","bottom","nil","nonsalient",3,NA,NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5828899999614805]",NA,NA,NA,NA,NA,"",0,162,162,174,1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA
